レースID,年,月,日,土曜日,日曜日,その他,新馬,未勝利,1勝クラス,2勝クラス,3勝クラス,オープン,G1,G2,G3,L,OP,JG1,JG2,JG3,芝,ダート,障害,距離,札幌競馬場,函館競馬場,福島競馬場,新潟競馬場,中山競馬場,東京競馬場,中京競馬場,京都競馬場,阪神競馬場,小倉競馬場,右,左,その他,A,B,C,D,外,内,2周,晴,曇,小雨,雨,小雪,雪,天候:その他,良,稍,重,不,3歳,2歳,3歳以上,4歳以上,牝馬限定戦,馬齢,定量,別定,ハンデ,頭数,枠番,馬番,馬名,馬ID,牡馬,牝馬,騙馬,馬齢,斤量,騎手,騎手ID,美浦,栗東,海外,調教師,調教師ID,馬体重,増減,単勝オッズ,最低複勝オッズ,最高複勝オッズ,単勝人気,オッズ取得時刻
202503020609,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,1,1,コスモイシュタル,-10,0,1,0,3,53.0,津村,-10,1,0,0,深山,-10,424,0,4.5,1.4,2.9,2,
202503020609,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,2,2,ガラク,-10,0,1,0,3,53.0,荻野極,-10,1,0,0,伊坂,-10,432,2,16.0,2.6,7.0,5,
202503020609,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,3,3,ミラーダカリエンテ,-10,0,1,0,3,53.0,石川,-10,1,0,0,相沢,-10,476,-2,28.4,3.5,9.8,8,
202503020609,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,4,4,ニシノコマチムスメ,-10,0,1,0,4,56.0,大野,-10,1,0,0,松山,-10,432,-6,63.9,5.6,16.5,10,
202503020609,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,4,5,ディバイングレース,-10,0,1,0,5,56.0,内田博,-10,1,0,0,蛯名正,-10,450,0,22.9,2.6,6.9,7,
202503020609,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,5,6,レイユール,-10,0,1,0,3,53.0,嶋田,-10,1,0,0,手塚久,-10,412,0,9.0,1.9,4.9,3,
202503020609,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,5,7,クイーンズワーフ,-10,0,1,0,4,56.0,原,-10,1,0,0,青木,-10,454,2,60.2,6.9,20.3,9,
202503020609,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,6,8,マリアイリダータ,-10,0,1,0,3,53.0,戸崎圭,-10,1,0,0,田中博,-10,436,-2,1.6,1.1,1.1,1,
202503020609,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,6,9,ツインピークス,-10,0,1,0,3,53.0,菅原明,-10,1,0,0,高木,-10,498,16,148.2,13.8,41.9,12,
202503020609,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,7,10,キヨラ,-10,0,1,0,7,56.0,江田照,-10,1,0,0,柄崎,-10,486,18,194.2,11.7,35.4,13,
