レースID,年,月,日,土曜日,日曜日,その他,新馬,未勝利,1勝クラス,2勝クラス,3勝クラス,オープン,G1,G2,G3,L,OP,JG1,JG2,JG3,芝,ダート,障害,距離,札幌競馬場,函館競馬場,福島競馬場,新潟競馬場,中山競馬場,東京競馬場,中京競馬場,京都競馬場,阪神競馬場,小倉競馬場,右,左,その他,A,B,C,D,外,内,2周,晴,曇,小雨,雨,小雪,雪,天候:その他,良,稍,重,不,3歳,2歳,3歳以上,4歳以上,牝馬限定戦,馬齢,定量,別定,ハンデ,頭数,枠番,馬番,馬名,馬ID,牡馬,牝馬,騙馬,馬齢,斤量,騎手,騎手ID,美浦,栗東,海外,調教師,調教師ID,馬体重,増減,単勝オッズ,最低複勝オッズ,最高複勝オッズ,単勝人気,オッズ取得時刻
202502011007,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,1,1,ロートホルン,-10,0,1,0,3,53.0,横山武,-10,1,0,0,加藤征,-10,472,12,1.8,1.1,1.3,1,
202502011007,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,2,2,パルティキュリエ,-10,0,1,0,5,56.0,武豊,-10,1,0,0,小手川,-10,476,10,6.0,1.7,2.7,2,
202502011007,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,3,3,ハーエクセレンシー,-10,0,1,0,5,56.0,藤岡佑,-10,1,0,0,大和田,-10,440,-2,19.9,3.1,5.4,6,
202502011007,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,3,4,イリスレーン,-10,0,1,0,5,53.0,古川奈,-10,0,1,0,清水久,-10,484,-2,23.3,4.2,7.3,8,
202502011007,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,4,5,エイトスターズ,-10,0,1,0,5,56.0,吉田隼,-10,0,1,0,坂口,-10,478,2,41.1,6.2,11.0,10,
202502011007,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,4,6,ソニックドライブ,-10,0,1,0,4,53.0,和田陽,-10,0,1,0,田中克,-10,452,12,18.7,3.2,5.5,5,
202502011007,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,5,7,エイシンジェンマ,-10,0,1,0,5,56.0,川又,-10,0,1,0,中尾,-10,504,4,8.3,1.5,2.2,4,
202502011007,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,5,8,ウインシャーガス,-10,0,1,0,3,53.0,丹内,-10,0,1,0,杉山晴,-10,470,0,7.6,1.9,3.1,3,
202502011007,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,6,9,エリム,-10,0,1,0,5,56.0,原田和,-10,1,0,0,上原博,-10,456,6,201.8,15.7,28.3,13,
202502011007,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,6,10,ピリカサンライズ,-10,0,1,0,3,53.0,佐々木,-10,0,1,0,牧浦,-10,446,8,20.4,2.8,4.7,7,
202502011007,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,7,11,シャーリーゴールド,-10,0,1,0,4,56.0,池添,-10,0,1,0,佐藤悠,-10,476,16,84.2,13.1,23.7,12,
202502011007,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,7,12,ダークブロンド,-10,0,1,0,5,56.0,斎藤,-10,0,1,0,高橋亮,-10,436,2,62.4,7.1,12.6,11,
202502011007,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,8,13,フラッシングレート,-10,0,1,0,5,56.0,鮫島駿,-10,0,1,0,加藤公,-10,498,20,26.6,3.9,6.8,9,
202502011007,2025,07,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,8,14,ネクストヒロイン,-10,0,1,0,4,56.0,松岡,-10,1,0,0,戸田,-10,420,10,330.8,46.6,84.4,14,
