レースID,30分前,10分前,5分前,馬番,単勝オッズ,最小複勝オッズ,最大複勝オッズ,人気,取得時間
202502011004,1,0,0,5,1.6,1.1,1.1,1,1158
202502011004,1,0,0,6,7.5,1.6,5.3,2,1158
202502011004,1,0,0,11,8.0,1.6,5.5,3,1158
202502011004,1,0,0,13,10.7,1.9,6.7,4,1158
202502011004,1,0,0,10,11.6,2.9,11.1,5,1158
202502011004,1,0,0,4,20.5,4.9,19.8,6,1158
202502011004,1,0,0,12,25.1,3.8,15.1,7,1158
202502011004,1,0,0,2,27.5,2.6,9.9,8,1158
202502011004,1,0,0,3,28.3,4.0,16.0,9,1158
202502011004,1,0,0,8,43.2,6.2,25.4,10,1158
202502011004,1,0,0,9,71.8,8.2,34.4,11,1158
202502011004,1,0,0,7,94.1,12.2,51.9,12,1158
202502011004,1,0,0,1,119.0,12.5,53.2,13,1158
