レースID,30分前,10分前,5分前,馬番,単勝オッズ,最小複勝オッズ,最大複勝オッズ,人気,取得時間
202510020608,1,0,0,3,2.9,1.4,1.7,1,1158
202510020608,1,0,0,8,6.3,1.8,2.5,2,1158
202510020608,1,0,0,2,6.4,1.7,2.3,3,1158
202510020608,1,0,0,5,7.4,2.1,2.9,4,1158
202510020608,1,0,0,6,10.1,3.0,4.3,5,1158
202510020608,1,0,0,13,12.0,2.9,4.1,6,1158
202510020608,1,0,0,10,15.0,3.4,4.9,7,1158
202510020608,1,0,0,4,22.1,4.3,6.3,8,1158
202510020608,1,0,0,16,23.2,6.1,9.0,9,1158
202510020608,1,0,0,11,26.5,4.6,6.8,10,1158
202510020608,1,0,0,15,36.7,8.4,12.5,11,1158
202510020608,1,0,0,9,58.5,8.6,12.9,12,1158
202510020608,1,0,0,12,64.8,11.2,16.9,13,1158
202510020608,1,0,0,7,71.4,11.6,17.4,14,1158
202510020608,1,0,0,1,105.2,25.1,37.7,15,1158
202510020608,1,0,0,14,125.6,18.0,27.0,16,1158
