レースID,ワイド,馬連,三連複,馬番1,馬番2,馬番3,30分前,10分前,5分前,オッズ,最低オッズ,最大オッズ,人気,取得時刻
202502011007,0,1,0,1,2,-1,1,0,0,5.1,-1.0,-1.0,1,1196
202502011007,0,1,0,1,7,-1,1,0,0,7.3,-1.0,-1.0,2,1196
202502011007,0,1,0,1,8,-1,1,0,0,8.2,-1.0,-1.0,3,1196
202502011007,0,1,0,1,3,-1,1,0,0,12.0,-1.0,-1.0,4,1196
202502011007,0,1,0,1,6,-1,1,0,0,17.9,-1.0,-1.0,5,1196
202502011007,0,1,0,1,4,-1,1,0,0,18.2,-1.0,-1.0,6,1196
202502011007,0,1,0,1,10,-1,1,0,0,22.6,-1.0,-1.0,7,1196
202502011007,0,1,0,7,8,-1,1,0,0,24.7,-1.0,-1.0,8,1196
202502011007,0,1,0,2,7,-1,1,0,0,25.5,-1.0,-1.0,9,1196
202502011007,0,1,0,2,8,-1,1,0,0,25.8,-1.0,-1.0,10,1196
202502011007,0,1,0,1,13,-1,1,0,0,33.5,-1.0,-1.0,11,1196
202502011007,0,1,0,1,5,-1,1,0,0,45.0,-1.0,-1.0,12,1196
202502011007,0,1,0,3,8,-1,1,0,0,49.6,-1.0,-1.0,13,1196
202502011007,0,1,0,6,7,-1,1,0,0,49.7,-1.0,-1.0,14,1196
202502011007,0,1,0,1,12,-1,1,0,0,51.8,-1.0,-1.0,15,1196
202502011007,0,1,0,4,7,-1,1,0,0,52.4,-1.0,-1.0,16,1196
202502011007,0,1,0,3,7,-1,1,0,0,54.7,-1.0,-1.0,17,1196
202502011007,0,1,0,2,3,-1,1,0,0,56.5,-1.0,-1.0,18,1196
202502011007,0,1,0,6,8,-1,1,0,0,61.5,-1.0,-1.0,19,1196
202502011007,0,1,0,2,10,-1,1,0,0,62.0,-1.0,-1.0,20,1196
202502011007,0,1,0,2,4,-1,1,0,0,62.8,-1.0,-1.0,21,1196
202502011007,0,1,0,4,8,-1,1,0,0,67.7,-1.0,-1.0,22,1196
202502011007,0,1,0,2,13,-1,1,0,0,69.2,-1.0,-1.0,23,1196
202502011007,0,1,0,8,10,-1,1,0,0,69.7,-1.0,-1.0,24,1196
202502011007,0,1,0,7,10,-1,1,0,0,72.5,-1.0,-1.0,25,1196
202502011007,0,1,0,2,6,-1,1,0,0,90.8,-1.0,-1.0,26,1196
202502011007,0,1,0,7,12,-1,1,0,0,105.8,-1.0,-1.0,27,1196
202502011007,0,1,0,1,11,-1,1,0,0,106.3,-1.0,-1.0,28,1196
202502011007,0,1,0,5,7,-1,1,0,0,112.7,-1.0,-1.0,29,1196
202502011007,0,1,0,3,4,-1,1,0,0,113.5,-1.0,-1.0,30,1196
