レースID,30分前,10分前,5分前,馬番,単勝オッズ,最小複勝オッズ,最大複勝オッズ,人気,取得時間
202503020611,1,0,0,15,3.0,1.3,1.6,1,1158
202503020611,1,0,0,2,4.2,1.5,2.0,2,1158
202503020611,1,0,0,8,6.3,2.0,2.9,3,1158
202503020611,1,0,0,12,10.7,2.4,3.6,4,1158
202503020611,1,0,0,14,12.1,2.6,4.0,5,1158
202503020611,1,0,0,9,12.1,3.2,4.9,6,1158
202503020611,1,0,0,13,13.0,2.8,4.2,7,1158
202503020611,1,0,0,5,16.5,3.7,5.6,8,1158
202503020611,1,0,0,4,31.5,4.9,7.6,9,1158
202503020611,1,0,0,1,34.3,5.9,9.2,10,1158
202503020611,1,0,0,11,49.8,7.1,11.2,11,1158
202503020611,1,0,0,7,49.8,7.9,12.5,12,1158
202503020611,1,0,0,3,57.9,8.3,13.1,13,1158
202503020611,1,0,0,6,93.0,12.0,19.1,14,1158
202503020611,1,0,0,10,143.3,17.2,27.3,15,1158
