レースID,30分前,10分前,5分前,馬番,単勝オッズ,最小複勝オッズ,最大複勝オッズ,人気,取得時間
202503020607,0,0,1,12,3.5,1.5,1.9,1,1158
202503020607,0,0,1,10,4.2,1.7,2.2,2,1158
202503020607,0,0,1,2,5.3,1.9,2.6,3,1158
202503020607,0,0,1,7,8.0,2.2,3.1,4,1158
202503020607,0,0,1,4,8.4,2.0,2.7,5,1158
202503020607,0,0,1,3,11.6,3.1,4.4,6,1158
202503020607,0,0,1,8,16.1,2.8,3.9,7,1158
202503020607,0,0,1,6,20.6,4.7,6.8,8,1158
202503020607,0,0,1,13,29.2,4.9,7.0,9,1158
202503020607,0,0,1,9,30.3,4.2,6.0,10,1158
202503020607,0,0,1,5,101.6,17.5,25.7,11,1158
202503020607,0,0,1,1,127.8,16.5,24.2,12,1158
202503020607,0,0,1,15,130.6,20.1,29.6,13,1158
202503020607,0,0,1,14,140.9,19.0,27.9,14,1158
202503020607,0,0,1,11,162.0,28.5,42.0,15,1158
