レースID,30分前,10分前,5分前,馬番,単勝オッズ,最小複勝オッズ,最大複勝オッズ,人気,取得時間
202503020610,0,0,1,4,1.8,1.1,1.3,1,1158
202503020610,0,0,1,11,5.7,1.4,2.0,2,1158
202503020610,0,0,1,1,9.9,2.1,3.5,3,1158
202503020610,0,0,1,2,11.8,2.5,4.4,4,1158
202503020610,0,0,1,13,13.6,2.4,4.2,5,1158
202503020610,0,0,1,15,15.2,2.9,5.1,6,1158
202503020610,0,0,1,7,18.3,2.9,5.2,7,1158
202503020610,0,0,1,14,19.3,3.0,5.3,8,1158
202503020610,0,0,1,8,26.8,4.5,8.1,9,1158
202503020610,0,0,1,10,39.9,4.6,8.4,10,1158
202503020610,0,0,1,12,69.8,8.6,15.9,11,1158
202503020610,0,0,1,3,70.7,9.1,16.9,12,1158
202503020610,0,0,1,5,81.8,12.3,23.0,13,1158
202503020610,0,0,1,6,158.9,18.5,34.6,14,1158
202503020610,0,0,1,9,230.3,27.1,50.9,15,1158
