レースID,30分前,10分前,5分前,馬番,単勝オッズ,最小複勝オッズ,最大複勝オッズ,人気,取得時間
202503020609,0,0,1,8,1.6,1.1,1.1,1,1158
202503020609,0,0,1,1,4.5,1.4,2.9,2,1158
202503020609,0,0,1,6,9.0,1.9,4.9,3,1158
202503020609,0,0,1,11,11.4,2.0,5.2,4,1158
202503020609,0,0,1,2,16.0,2.6,7.0,5,1158
202503020609,0,0,1,13,19.0,2.5,6.9,6,1158
202503020609,0,0,1,5,22.9,2.6,6.9,7,1158
202503020609,0,0,1,3,28.4,3.5,9.8,8,1158
202503020609,0,0,1,7,60.2,6.9,20.3,9,1158
202503020609,0,0,1,4,63.9,5.6,16.5,10,1158
202503020609,0,0,1,12,123.7,13.3,40.5,11,1158
202503020609,0,0,1,9,148.2,13.8,41.9,12,1158
202503020609,0,0,1,10,194.2,11.7,35.4,13,1158
