レースID,ワイド,馬連,三連複,馬番1,馬番2,馬番3,30分前,10分前,5分前,オッズ,最低オッズ,最大オッズ,人気,取得時刻
202502010802,0,0,1,7,8,10,1,0,0,4.1,-1.0,-1.0,1,1245
202502010802,0,0,1,1,7,10,1,0,0,14.5,-1.0,-1.0,2,1245
202502010802,0,0,1,1,8,10,1,0,0,17.6,-1.0,-1.0,3,1245
202502010802,0,0,1,4,7,10,1,0,0,17.7,-1.0,-1.0,4,1245
202502010802,0,0,1,1,7,8,1,0,0,18.3,-1.0,-1.0,5,1245
202502010802,0,0,1,5,8,10,1,0,0,23.1,-1.0,-1.0,6,1245
202502010802,0,0,1,5,7,10,1,0,0,23.5,-1.0,-1.0,7,1245
202502010802,0,0,1,7,10,11,1,0,0,29.0,-1.0,-1.0,8,1245
202502010802,0,0,1,4,8,10,1,0,0,29.5,-1.0,-1.0,9,1245
202502010802,0,0,1,8,10,11,1,0,0,29.5,-1.0,-1.0,10,1245
202502010802,0,0,1,5,7,8,1,0,0,31.0,-1.0,-1.0,11,1245
202502010802,0,0,1,4,7,8,1,0,0,32.4,-1.0,-1.0,12,1245
202502010802,0,0,1,2,7,10,1,0,0,36.9,-1.0,-1.0,13,1245
202502010802,0,0,1,7,8,11,1,0,0,38.3,-1.0,-1.0,14,1245
202502010802,0,0,1,6,7,10,1,0,0,43.6,-1.0,-1.0,15,1245
202502010802,0,0,1,2,8,10,1,0,0,44.8,-1.0,-1.0,16,1245
202502010802,0,0,1,2,7,8,1,0,0,46.2,-1.0,-1.0,17,1245
202502010802,0,0,1,6,8,10,1,0,0,53.0,-1.0,-1.0,18,1245
202502010802,0,0,1,6,7,8,1,0,0,63.1,-1.0,-1.0,19,1245
202502010802,0,0,1,1,4,7,1,0,0,77.9,-1.0,-1.0,20,1245
202502010802,0,0,1,1,4,10,1,0,0,78.0,-1.0,-1.0,21,1245
202502010802,0,0,1,8,10,12,1,0,0,80.6,-1.0,-1.0,22,1245
202502010802,0,0,1,1,5,10,1,0,0,84.2,-1.0,-1.0,23,1245
202502010802,0,0,1,1,10,11,1,0,0,87.6,-1.0,-1.0,24,1245
202502010802,0,0,1,7,10,12,1,0,0,88.9,-1.0,-1.0,25,1245
202502010802,0,0,1,1,5,8,1,0,0,96.3,-1.0,-1.0,26,1245
202502010802,0,0,1,1,5,7,1,0,0,102.6,-1.0,-1.0,27,1245
202502010802,0,0,1,1,7,11,1,0,0,106.5,-1.0,-1.0,28,1245
202502010802,0,0,1,7,8,12,1,0,0,111.2,-1.0,-1.0,29,1245
202502010802,0,0,1,4,5,10,1,0,0,112.2,-1.0,-1.0,30,1245
202502010802,0,0,1,4,10,11,1,0,0,120.9,-1.0,-1.0,31,1245
202502010802,0,0,1,1,8,11,1,0,0,128.1,-1.0,-1.0,32,1245
202502010802,0,0,1,5,10,11,1,0,0,129.0,-1.0,-1.0,33,1245
202502010802,0,0,1,1,2,7,1,0,0,132.6,-1.0,-1.0,34,1245
202502010802,0,0,1,4,5,7,1,0,0,132.7,-1.0,-1.0,35,1245
202502010802,0,0,1,1,4,8,1,0,0,136.5,-1.0,-1.0,36,1245
