レースID,ワイド,馬連,三連複,馬番1,馬番2,馬番3,30分前,10分前,5分前,オッズ,最低オッズ,最大オッズ,人気,取得時刻
202503020605,1,0,0,11,12,-1,0,1,0,-1,2.5,2.7,1,1187
202503020605,1,0,0,4,12,-1,0,1,0,-1,4.6,5.3,2,1187
202503020605,1,0,0,8,12,-1,0,1,0,-1,5.1,5.8,3,1187
202503020605,1,0,0,3,12,-1,0,1,0,-1,5.8,6.7,4,1187
202503020605,1,0,0,12,14,-1,0,1,0,-1,6.4,7.3,5,1187
202503020605,1,0,0,3,11,-1,0,1,0,-1,6.8,7.9,6,1187
202503020605,1,0,0,4,11,-1,0,1,0,-1,6.9,8.1,7,1187
202503020605,1,0,0,10,12,-1,0,1,0,-1,7.5,8.5,8,1187
202503020605,1,0,0,8,11,-1,0,1,0,-1,8.5,10.0,9,1187
202503020605,1,0,0,5,12,-1,0,1,0,-1,8.9,10.1,10,1187
202503020605,1,0,0,11,14,-1,0,1,0,-1,9.4,10.9,11,1187
202503020605,1,0,0,10,11,-1,0,1,0,-1,10.7,12.4,12,1187
202503020605,1,0,0,12,13,-1,0,1,0,-1,11.0,12.5,13,1187
202503020605,1,0,0,3,4,-1,0,1,0,-1,12.2,13.4,14,1187
202503020605,1,0,0,5,11,-1,0,1,0,-1,12.5,14.5,15,1187
202503020605,1,0,0,4,8,-1,0,1,0,-1,13.7,15.2,16,1187
202503020605,1,0,0,6,12,-1,0,1,0,-1,13.8,15.6,17,1187
202503020605,1,0,0,4,5,-1,0,1,0,-1,14.2,15.4,18,1187
202503020605,1,0,0,4,10,-1,0,1,0,-1,14.5,15.8,19,1187
202503020605,1,0,0,4,14,-1,0,1,0,-1,15.0,16.4,20,1187
202503020605,1,0,0,3,8,-1,0,1,0,-1,15.0,16.4,21,1187
202503020605,1,0,0,3,10,-1,0,1,0,-1,18.6,20.0,22,1187
202503020605,1,0,0,3,5,-1,0,1,0,-1,19.2,20.5,23,1187
202503020605,1,0,0,3,14,-1,0,1,0,-1,19.2,20.8,24,1187
202503020605,1,0,0,11,13,-1,0,1,0,-1,19.3,22.2,25,1187
202503020605,1,0,0,5,8,-1,0,1,0,-1,19.5,21.0,26,1187
202503020605,1,0,0,8,10,-1,0,1,0,-1,20.3,22.0,27,1187
202503020605,1,0,0,8,14,-1,0,1,0,-1,20.6,22.4,28,1187
202503020605,1,0,0,5,10,-1,0,1,0,-1,21.1,22.4,29,1187
202503020605,1,0,0,9,12,-1,0,1,0,-1,23.3,26.3,30,1187
