レースID,ワイド,馬連,三連複,馬番1,馬番2,馬番3,30分前,10分前,5分前,オッズ,最低オッズ,最大オッズ,人気,取得時刻
202503020604,1,0,0,8,12,-1,0,1,0,-1,3.3,3.7,1,1181
202503020604,1,0,0,2,12,-1,0,1,0,-1,3.7,4.1,2,1181
202503020604,1,0,0,12,16,-1,0,1,0,-1,5.7,6.3,3,1181
202503020604,1,0,0,2,8,-1,0,1,0,-1,5.7,6.7,4,1181
202503020604,1,0,0,3,12,-1,0,1,0,-1,5.9,6.6,5,1181
202503020604,1,0,0,10,12,-1,0,1,0,-1,6.4,7.1,6,1181
202503020604,1,0,0,9,12,-1,0,1,0,-1,7.4,8.1,7,1181
202503020604,1,0,0,2,16,-1,0,1,0,-1,7.5,8.4,8,1181
202503020604,1,0,0,3,8,-1,0,1,0,-1,8.4,9.4,9,1181
202503020604,1,0,0,8,10,-1,0,1,0,-1,8.8,9.9,10,1181
202503020604,1,0,0,2,3,-1,0,1,0,-1,9.1,10.2,11,1181
202503020604,1,0,0,8,9,-1,0,1,0,-1,9.9,11.1,12,1181
202503020604,1,0,0,8,16,-1,0,1,0,-1,10.7,12.1,13,1181
202503020604,1,0,0,2,10,-1,0,1,0,-1,10.9,12.2,14,1181
202503020604,1,0,0,6,12,-1,0,1,0,-1,11.6,12.7,15,1181
202503020604,1,0,0,2,9,-1,0,1,0,-1,13.1,14.5,16,1181
202503020604,1,0,0,9,16,-1,0,1,0,-1,13.1,14.1,17,1181
202503020604,1,0,0,12,15,-1,0,1,0,-1,13.5,14.7,18,1181
202503020604,1,0,0,3,16,-1,0,1,0,-1,15.0,16.4,19,1181
202503020604,1,0,0,3,10,-1,0,1,0,-1,15.0,16.3,20,1181
202503020604,1,0,0,10,16,-1,0,1,0,-1,15.5,16.8,21,1181
202503020604,1,0,0,5,12,-1,0,1,0,-1,17.1,18.7,22,1181
202503020604,1,0,0,3,9,-1,0,1,0,-1,17.2,18.5,23,1181
202503020604,1,0,0,9,10,-1,0,1,0,-1,18.1,19.4,24,1181
202503020604,1,0,0,11,12,-1,0,1,0,-1,18.7,20.3,25,1181
202503020604,1,0,0,8,15,-1,0,1,0,-1,24.2,26.7,26,1181
202503020604,1,0,0,7,12,-1,0,1,0,-1,27.8,30.3,27,1181
202503020604,1,0,0,2,15,-1,0,1,0,-1,27.9,30.6,28,1181
202503020604,1,0,0,12,13,-1,0,1,0,-1,28.3,30.8,29,1181
202503020604,1,0,0,2,6,-1,0,1,0,-1,29.7,32.6,30,1181
